Name,Ticker,Coupon,Maturity,Ask Yield to Maturity,Ask Yield To Convention,Maturity Type,Issued Amount,Currency,Country,Announce,Coupon Type,S&P,Moody's
Anheuser-Busch InBev Finance Inc,ABIBB,2.65,2/1/2021,2.5305833,2.5289089,CALLABLE,7500000000,USD,US,1/13/2016,FIXED,A-,(P)A3
Anheuser-Busch InBev Finance Inc,ABIBB,2.65,2/1/2021,2.5305833,2.5289089,CALLABLE,7500000000,USD,US,1/13/2016,FIXED,A-,(P)A3
Anheuser-Busch InBev Finance Inc,ABIBB,3.3,2/1/2023,3.0852957,3.08099894,CALLABLE,6000000000,USD,US,1/13/2016,FIXED,A-,(P)A3
Anheuser-Busch InBev Worldwide Inc,ABIBB,2.5,7/15/2022,2.9429745,2.9429745,AT MATURITY,3000000000,USD,US,7/11/2012,FIXED,A-,A2 /*-
Anheuser-Busch InBev Finance Inc,ABIBB,2.625,1/17/2023,3.1230526,3.1230526,AT MATURITY,1250000000,USD,US,1/14/2013,FIXED,A-,A2 /*-
JPMorgan Chase & Co,JPM,2.55,10/29/2020,2.6338178,2.6338178,CALLABLE,2500000000,USD,US,10/22/2015,FIXED,A-,A3
JPMorgan Chase & Co,JPM,2.55,10/29/2020,2.6338178,2.6338178,CALLABLE,2500000000,USD,US,10/22/2015,FIXED,A-,A3
JPMorgan Chase & Co,JPM,2.25,1/23/2020,2.5537151,2.5537151,CALLABLE,3750000000,USD,US,1/15/2015,FIXED,A-,A3
JPMorgan Chase & Co,JPM,3.2,1/25/2023,3.0280991,3.0280991,AT MATURITY,2750000000,USD,US,1/17/2013,FIXED,A-,A3
JPMorgan Chase & Co,JPM,3.25,9/23/2022,3.1470047,3.1470047,AT MATURITY,3000000000,USD,US,9/19/2012,FIXED,A-,A3
Biogen Inc,BIIB,2.9,9/15/2020,2.6440973,2.6440973,AT MATURITY,1500000000,USD,US,9/10/2015,FIXED,A-,Baa1
HSBC Finance Corp,HSBC,6.676,1/15/2021,3.7101504,3.7101504,AT MATURITY,2923214000,USD,US,9/16/2011,FIXED,A-,Baa2
United Technologies Corp,UTX,3.1,6/1/2022,2.4930711,2.4930711,AT MATURITY,2300000000,USD,US,5/24/2012,FIXED,A-,A3
Anheuser-Busch InBev Worldwide Inc,ABIBB,5.375,1/15/2020,2.5893413,2.5893413,AT MATURITY,2249250000,USD,US,1/6/2010,FIXED,A-,A2 /*-
JPMorgan Chase & Co,JPM,4.4,7/22/2020,2.7101935,2.7101935,AT MATURITY,2500000000,USD,US,7/15/2010,FIXED,A-,A3
Biogen Inc,BIIB,3.625,9/15/2022,3.1108042,3.1108042,AT MATURITY,1000000000,USD,US,9/10/2015,FIXED,A-,Baa1
JPMorgan Chase & Co,JPM,4.5,1/24/2022,3.1252492,3.1252492,AT MATURITY,3250000000,USD,US,1/13/2012,FIXED,A-,A3
EI du Pont de Nemours & Co,DD,2.8,2/15/2023,3.2811876,3.2811876,AT MATURITY,1250000000,USD,US,2/12/2013,FIXED,A- /*-,A3
SABMiller Holdings Inc,SABLN,3.75,1/15/2022,3.0936827,3.0936827,AT MATURITY,2500000000,USD,US,1/10/2012,FIXED,A-,A3 /*
Eaton Corp,ETN,2.75,11/2/2022,3.0949672,3.0949672,AT MATURITY,1600000000,USD,US,10/10/2013,FIXED,A-,Baa1
Anheuser-Busch InBev Worldwide Inc,ABIBB,4.375,2/15/2021,2.4346588,2.4346588,AT MATURITY,500000000,USD,US,1/24/2011,FIXED,A-,A2 /*-
Comcast Corp,CMCSA,5.15,3/1/2020,2.0071195456,2.0071195456,AT MATURITY,1400000000,USD,US,2/24/2010,FIXED,A-,A3
JPMorgan Chase & Co,JPM,2.75,6/23/2020,2.5846365,2.58189333,CALLABLE,2250000000,USD,US,6/18/2015,FIXED,A-,A3
