Name,Ticker,Coupon,Maturity,Ask Yield to Maturity,Ask Yield To Convention,Maturity Type,Issued Amount,Currency,Country,Announce,Coupon Type,S&P,Moody's
ConocoPhillips Co,COP,3.35,5/15/2025,5.2644312,5.2644312,CALLABLE,500000000,USD,US,5/13/2015,FIXED,A,A2 /*-
ConocoPhillips Co,COP,3.35,11/15/2024,4.9252465,4.9252465,CALLABLE,1000000000,USD,US,11/6/2014,FIXED,A,A2 /*-
Simon Property Group LP,SPG,3.3,1/15/2026,3.3259741,3.3259741,CALLABLE,800000000,USD,US,1/8/2016,FIXED,A,A2
Simon Property Group LP,SPG,3.3,1/15/2026,3.3259741,3.3259741,CALLABLE,800000000,USD,US,1/8/2016,FIXED,A,A2
Walt Disney Co/The,DIS,3,2/13/2026,2.8519787,2.8519787,AT MATURITY,1000000000,USD,US,1/5/2016,FIXED,A,A2
Walt Disney Co/The,DIS,3,2/13/2026,2.8519787,2.8519787,AT MATURITY,1000000000,USD,US,1/5/2016,FIXED,A,A2
EMC Corp/MA,EMC,3.375,6/1/2023,6.4240372,6.4240372,CALLABLE,1000000000,USD,US,6/3/2013,FIXED,A /*-,A1 /*-
ConocoPhillips Holding Co,COP,6.95,4/15/2029,6.3400667,6.3400667,AT MATURITY,1900000000,USD,US,4/15/1999,FIXED,A,A2 /*-
Halliburton Co,HAL,3.8,11/15/2025,4.6919491,4.6919491,CALLABLE,2000000000,USD,US,11/5/2015,FIXED,A,A2 /*-
Halliburton Co,HAL,3.8,11/15/2025,4.6919491,4.6919491,CALLABLE,2000000000,USD,US,11/5/2015,FIXED,A,A2 /*-
Gilead Sciences Inc,GILD,3.65,3/1/2026,3.2741324,3.26650974,CALLABLE,2750000000,USD,US,9/9/2015,FIXED,A,A3
Gilead Sciences Inc,GILD,3.65,3/1/2026,3.2741324,3.26650974,CALLABLE,2750000000,USD,US,9/9/2015,FIXED,A,A3
AbbVie Inc,ABBV,3.6,5/14/2025,3.5686292,3.56827312,CALLABLE,3750000000,USD,US,5/5/2015,FIXED,A,Baa1
Occidental Petroleum Corp,OXY,3.5,6/15/2025,4.1151662,4.1151662,CALLABLE,750000000,USD,US,6/18/2015,FIXED,A,A2 /*-
Occidental Petroleum Corp,OXY,3.5,6/15/2025,4.1151662,4.1151662,CALLABLE,750000000,USD,US,6/18/2015,FIXED,A,A2 /*-
American Airlines 2013-2 Class A Pass Through Trust,AAL,4.95,1/15/2023,4.033915913,3.5452845282,SINKABLE,1408113000,USD,US,6/19/2014,FIXED,A,#N/A N/A
Caterpillar Inc,CAT,3.4,5/15/2024,3.1473293,3.14086981,CALLABLE,1000000000,USD,US,5/5/2014,FIXED,A,A2
