Name,Ticker,Coupon,Maturity,Ask Yield to Maturity,Ask Yield To Convention,Maturity Type,Issued Amount,Currency,Country,Announce,Coupon Type,S&P,Moody's
Citigroup Inc,C,3.7,1/12/2026,3.688761,3.688761,AT MATURITY,2000000000,USD,US,1/5/2016,FIXED,BBB+,Baa1
Citigroup Inc,C,3.7,1/12/2026,3.688761,3.688761,AT MATURITY,2000000000,USD,US,1/5/2016,FIXED,BBB+,Baa1
Devon Energy Corp,DVN,5.85,12/15/2025,6.7811053,6.7811053,CALLABLE,850000000,USD,US,12/10/2015,FIXED,BBB+,Baa1 /*-
Devon Energy Corp,DVN,5.85,12/15/2025,6.7811053,6.7811053,CALLABLE,850000000,USD,US,12/10/2015,FIXED,BBB+,Baa1 /*-
AT&T Inc,T,3.4,5/15/2025,3.7179308,3.7179308,CALLABLE,5000000000,USD,US,4/23/2015,FIXED,BBB+,Baa1
AT&T Inc,T,3.4,5/15/2025,3.7179308,3.7179308,CALLABLE,5000000000,USD,US,4/23/2015,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,5.15,9/15/2023,3.5308054,3.5308054,AT MATURITY,11000000000,USD,US,9/11/2013,FIXED,BBB+,Baa1
CVS Health Corp,CVS,3.875,7/20/2025,3.4609826,3.45202737,CALLABLE,3000000000,USD,US,7/13/2015,FIXED,BBB+,Baa1
CVS Health Corp,CVS,3.875,7/20/2025,3.4609826,3.45202737,CALLABLE,3000000000,USD,US,7/13/2015,FIXED,BBB+,Baa1
Goldman Sachs Group Inc/The,GS,3.75,5/22/2025,3.6831866,3.68204209,CALLABLE,2250000000,USD,US,5/19/2015,FIXED,BBB+,A3
Goldman Sachs Group Inc/The,GS,3.75,5/22/2025,3.6831866,3.68204209,CALLABLE,2250000000,USD,US,5/19/2015,FIXED,BBB+,A3
JPMorgan Chase & Co,JPM,4.125,12/15/2026,3.9584571,3.9584571,AT MATURITY,2000000000,USD,US,12/4/2014,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,3.5,11/1/2024,3.616851,3.616851,CALLABLE,2500000000,USD,US,10/22/2014,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,3.5,11/1/2024,3.616851,3.616851,CALLABLE,2500000000,USD,US,10/22/2014,FIXED,BBB+,Baa1
eBay Inc,EBAY,3.45,8/1/2024,3.8462842,3.8462842,CALLABLE,750000000,USD,US,7/23/2014,FIXED,BBB+,Baa1
eBay Inc,EBAY,3.45,8/1/2024,3.8462842,3.8462842,CALLABLE,750000000,USD,US,7/23/2014,FIXED,BBB+,Baa1
Ecolab Inc,ECL,3.25,1/14/2023,3.091105,3.087987,CALLABLE,400000000,USD,US,1/11/2016,FIXED,BBB+,Baa1
JPMorgan Chase & Co,JPM,3.375,5/1/2023,3.7270002,3.7270002,AT MATURITY,2000000000,USD,US,4/24/2013,FIXED,BBB+,Baa1
JPMorgan Chase & Co,JPM,4.25,10/1/2027,4.2505142,4.2505142,AT MATURITY,1500000000,USD,US,9/23/2015,FIXED,BBB+,Baa1
Lockheed Martin Corp,LMT,3.55,1/15/2026,3.2715878,3.26590207,CALLABLE,2000000000,USD,US,11/16/2015,FIXED,BBB+,Baa1
Lockheed Martin Corp,LMT,3.55,1/15/2026,3.2715878,3.26590207,CALLABLE,2000000000,USD,US,11/16/2015,FIXED,BBB+,Baa1
Citigroup Inc,C,3.3,4/27/2025,3.5829729,3.5829729,AT MATURITY,1500000000,USD,US,4/22/2015,FIXED,BBB+,Baa1
JPMorgan Chase & Co,JPM,3.875,9/10/2024,3.9899559,3.9899559,AT MATURITY,3000000000,USD,US,9/3/2014,FIXED,BBB+,Baa1
Macy's Retail Holdings Inc,M,3.625,6/1/2024,4.6460741,4.6460741,CALLABLE,500000000,USD,US,5/20/2014,FIXED,BBB+ /*-,Baa2
Macy's Retail Holdings Inc,M,3.625,6/1/2024,4.6460741,4.6460741,CALLABLE,500000000,USD,US,5/20/2014,FIXED,BBB+ /*-,Baa2
Verizon Florida LLC,VZ,6.86,2/1/2028,7.6284792,7.6284792,AT MATURITY,300000000,USD,US,1/29/1998,FIXED,BBB+ /*-,WR
21st Century Fox America Inc,FOXA,3.7,10/15/2025,3.7990614,3.7990614,CALLABLE,600000000,USD,US,12/10/2015,FIXED,BBB+,Baa1
Bed Bath & Beyond Inc,BBBY,3.749,8/1/2024,4.0491501656,4.0491501656,CALLABLE,300000000,USD,US,7/14/2014,FIXED,BBB+,Baa1
Johnson Controls Inc,JCI,3.625,7/2/2024,3.8390817,3.8390817,CALLABLE,500000000,USD,US,6/10/2014,FIXED,BBB+ /*,Baa2
Johnson Controls Inc,JCI,3.625,7/2/2024,3.8390817,3.8390817,CALLABLE,500000000,USD,US,6/10/2014,FIXED,BBB+ /*,Baa2
Goldman Sachs Group Inc/The,GS,3.625,1/22/2023,3.3870075,3.3870075,AT MATURITY,2250000000,USD,US,1/16/2013,FIXED,BBB+,A3
Goldman Sachs Group Inc/The,GS,3.5,1/23/2025,3.6698402,3.6698402,CALLABLE,2500000000,USD,US,1/20/2015,FIXED,BBB+,A3
Apache Corp,APA,2.625,1/15/2023,5.2127232,5.2127232,CALLABLE,1200000000,USD,US,11/28/2012,FIXED,BBB+,Baa1 /*-
Celgene Corp,CELG,3.875,8/15/2025,3.7238856,3.7209159,CALLABLE,2500000000,USD,US,8/3/2015,FIXED,BBB+,Baa2
Celgene Corp,CELG,3.875,8/15/2025,3.7238856,3.7209159,CALLABLE,2500000000,USD,US,8/3/2015,FIXED,BBB+,Baa2
Monsanto Co,MON,3.375,7/15/2024,3.8394176,3.8394176,CALLABLE,750000000,USD,US,6/26/2014,FIXED,BBB+,A3
Enterprise Products Operating LLC,EPD,3.7,2/15/2026,4.9470554,4.9470554,CALLABLE,875000000,USD,US,5/4/2015,FIXED,BBB+,Baa1
Enterprise Products Operating LLC,EPD,3.7,2/15/2026,4.9470554,4.9470554,CALLABLE,875000000,USD,US,5/4/2015,FIXED,BBB+,Baa1
Macy's Retail Holdings Inc,M,2.875,2/15/2023,4.5629604,4.5629604,CALLABLE,750000000,USD,US,11/14/2012,FIXED,BBB+ /*-,Baa2
