Name,Ticker,Coupon,Maturity,Ask Yield to Maturity,Ask Yield To Convention,Maturity Type,Issued Amount,Currency,Country,Announce,Coupon Type,S&P,Moody's
EMC Corp/MA,EMC,2.65,6/1/2020,5.6221781,5.6221781,AT MATURITY,2000000000,USD,US,6/3/2013,FIXED,A /*-,A1 /*-
ConocoPhillips Co,COP,2.875,11/15/2021,4.3103106,4.3103106,CALLABLE,750000000,USD,US,11/6/2014,FIXED,A,A2 /*-
Simon Property Group LP,SPG,2.5,7/15/2021,2.3349152,2.32782887,CALLABLE,550000000,USD,US,1/8/2016,FIXED,A,A2
Simon Property Group LP,SPG,2.5,7/15/2021,2.3349152,2.32782887,CALLABLE,550000000,USD,US,1/8/2016,FIXED,A,A2
Walt Disney Co/The,DIS,2.3,2/12/2021,1.9418475,1.9418475,AT MATURITY,750000000,USD,US,1/5/2016,FIXED,A,A2
Walt Disney Co/The,DIS,2.3,2/12/2021,1.9418475,1.9418475,AT MATURITY,750000000,USD,US,1/5/2016,FIXED,A,A2
ConocoPhillips Co,COP,2.2,5/15/2020,3.9271025,3.9271025,CALLABLE,500000000,USD,US,5/13/2015,FIXED,A,A2 /*-
Halliburton Co,HAL,2.7,11/15/2020,2.9400815,2.9400815,CALLABLE,1250000000,USD,US,11/5/2015,FIXED,A,A2 /*-
Halliburton Co,HAL,2.7,11/15/2020,2.9400815,2.9400815,CALLABLE,1250000000,USD,US,11/5/2015,FIXED,A,A2 /*-
AbbVie Inc,ABBV,2.5,5/14/2020,2.5760117,2.5760117,CALLABLE,3750000000,USD,US,5/5/2015,FIXED,A,Baa1
ConocoPhillips,COP,6,1/15/2020,4.087198,4.087198,AT MATURITY,1000000000,USD,US,5/18/2009,FIXED,A,A2 /*-
John Deere Capital Corp,DE,2.55,1/8/2021,2.144254,2.144254,AT MATURITY,500000000,USD,US,1/5/2016,FIXED,A,A2
John Deere Capital Corp,DE,2.55,1/8/2021,2.144254,2.144254,AT MATURITY,500000000,USD,US,1/5/2016,FIXED,A,A2
ConocoPhillips Co,COP,2.4,12/15/2022,4.7856676,4.7856676,CALLABLE,1000000000,USD,US,12/4/2012,FIXED,A,A2 /*-
