Name,Ticker,Coupon,Maturity,Ask Yield to Maturity,Ask Yield To Convention,Maturity Type,Issued Amount,Currency,Country,Announce,Coupon Type,S&P,Moody's
Anheuser-Busch InBev Finance Inc,ABIBB,3.65,2/1/2026,3.5387704,3.53674485,CALLABLE,11000000000,USD,US,1/13/2016,FIXED,A-,(P)A3
Anheuser-Busch InBev Finance Inc,ABIBB,3.65,2/1/2026,3.5387704,3.53674485,CALLABLE,11000000000,USD,US,1/13/2016,FIXED,A-,(P)A3
Anheuser-Busch InBev Finance Inc,ABIBB,3.3,2/1/2023,3.0852957,3.08099894,CALLABLE,6000000000,USD,US,1/13/2016,FIXED,A-,(P)A3
Anheuser-Busch InBev Finance Inc,ABIBB,3.7,2/1/2024,3.1021147,3.1021147,AT MATURITY,1400000000,USD,US,1/22/2014,FIXED,A-,A2 /*-
EOG Resources Inc,EOG,4.15,1/15/2026,4.2019413,4.2019413,CALLABLE,750000000,USD,US,1/11/2016,FIXED,A-,A3 /*-
JPMorgan Chase & Co,JPM,3.9,7/15/2025,3.5253006,3.51723796,CALLABLE,2500000000,USD,US,7/14/2015,FIXED,A-,A3
JPMorgan Chase & Co,JPM,3.9,7/15/2025,3.5253006,3.51723796,CALLABLE,2500000000,USD,US,7/14/2015,FIXED,A-,A3
Anheuser-Busch InBev Finance Inc,ABIBB,2.625,1/17/2023,3.1230526,3.1230526,AT MATURITY,1250000000,USD,US,1/14/2013,FIXED,A-,A2 /*-
Boston Properties LP,BXP,3.65,2/1/2026,3.5418817,3.53992288,CALLABLE,1000000000,USD,US,1/8/2016,FIXED,A-,Baa2
Boston Properties LP,BXP,3.65,2/1/2026,3.5418817,3.53992288,CALLABLE,1000000000,USD,US,1/8/2016,FIXED,A-,Baa2
Virginia Electric & Power Co,D,3.15,1/15/2026,3.006808,3.00392012,CALLABLE,750000000,USD,US,1/12/2016,FIXED,A-,A2
EOG Resources Inc,EOG,3.15,4/1/2025,4.2322714,4.2322714,CALLABLE,500000000,USD,US,3/12/2015,FIXED,A-,A3 /*-
JPMorgan Chase & Co,JPM,3.2,1/25/2023,3.0280991,3.0280991,AT MATURITY,2750000000,USD,US,1/17/2013,FIXED,A-,A3
American International Group Inc,AIG,3.75,7/10/2025,4.2009851,4.2009851,CALLABLE,1250000000,USD,US,7/7/2015,FIXED,A-,Baa1
American International Group Inc,AIG,3.75,7/10/2025,4.2009851,4.2009851,CALLABLE,1250000000,USD,US,7/7/2015,FIXED,A-,Baa1
Analog Devices Inc,ADI,3.9,12/15/2025,3.4862499,3.47776041,CALLABLE,850000000,USD,US,12/3/2015,FIXED,A-,A3
